Id,Title,Excerpt,Description,Synonyms,Variations,Categories,Abbreviation,Tags,Image,_cmtt_highlightFirstOnly,_cmtt_disable_acf_for_page,_cmtt_new_page_exception,_cmtt_exclude_parsing,_cmtt_exclude_tooltip,_cmtt_disable_related_articles_for_term,_cmtt_hide_from_index,_cmtt_exclude_google_api,_cmtt_exclude_merriam_api,_cmtt_exclude_merriam_thesaurus_api,_cmtt_exclude_glosbe_dictionary_api,_cmtt_featured_image_position,_cmtt_featured_image_size,_cmtt_term_icon,_cmtt_term_icon_color,_cmtt_term_icon_position,cmtt_abbreviations,_glossary_related_article
15866,"Predatory Dive",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/predatory_dive.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Predatory Dive</strong>

<em>Organic</em>

Each player destroys their lowest unit.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15867,Ekimmara,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ekimmara.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ekimmara</strong>

<em>Vampire, Token</em>

<span class=""keyword doomed"">Doomed</span>.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15868,Drowner,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/drowner.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Drowner</strong>

<em>Necrophage</em>

<span class=""keyword thrive"">Thrive</span>.
<span class=""keyword deploy"">Deploy</span>: Move an enemy unit to the other row and damage it by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15869,Harpy,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/harpy.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Harpy</strong>

<em>Beast, Token</em>

<span class=""keyword doomed"">Doomed</span>.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15870,"Harpy Egg",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/harpy_egg.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Harpy Egg</strong>

<em>Beast</em>

<span class=""keyword deathwish"">Deathwish</span>: <span class=""keyword spawn"">Spawn</span> a Harpy and <span class=""keyword summon"">Summon</span> it to this row.
</div>","Harpy Eggs",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
15871,"Wild Hunt Hound",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wild_hunt_hound.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Wild Hunt Hound</strong>

<em>Beast, Wild Hunt</em>

<span class=""keyword dominance"">Dominance</span>: At the end of your turn, boost self by 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15872,"Wolf Pack",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wolf_pack.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Wolf Pack</strong>

<em>Beast</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15873,"Enraged Ifrit",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/enraged_ifrit.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Enraged Ifrit</strong>

<em>Construct</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 4.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15875,Maerolorn,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/maerolorn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Maerolorn</strong>

<em>Relict</em>

<span class=""keyword deploy"">Deploy</span>: Trigger a bronze allied unit's <span class=""keyword deathwish"">Deathwish</span> ability.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15876,"Imperial Golem",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/imperial_golem.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Imperial Golem</strong>

<em>Construct</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword reveal"">Reveal</span> the top unit from your opponent's deck and damage self by its power, then shuffle it back.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15877,"Old Speartip",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/old_speartip.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Old Speartip</strong>

<em>Ogroid</em>

No ability.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15878,"Hideous Feast",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hideous_feast.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Hideous Feast</strong>

<em>Organic</em>

Damage an enemy unit by 3 and boost an allied unit by 3.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15879,"Wyvern Scale Shield",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wyvern_scale_shield.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Wyvern Scale Shield</strong>

<em></em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Boost an allied unit by 1.
<span class=""keyword charge"">Charge</span>: 4. 
Limit 1 <span class=""keyword charge"">Charge</span> per turn.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15880,"Arachas Nest",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/arachas_nest.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Arachas Nest</strong>

<em>Organic</em>

<span class=""keyword spawn"">Spawn</span> 4 Drones in an allied row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15881,Saesenthessis,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/saesenthessis.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Saesenthessis</strong>

<em>Dragon</em>

<span class=""keyword immune"">Immunity</span>.
<span class=""keyword order"">Order</span>: Remove this unit's <span class=""keyword immune"">Immunity</span> until the start of your next turn.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15882,"Isengrim Faoiltiarna",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/isengrim_faoiltiarna.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Isengrim Faoiltiarna</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Boost all other allied Elf units by 1.
Whenever you play an Elf, boost self by 1.
</div>",,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15883,Iorveth,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/iorveth.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Iorveth</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Return an allied Trap to your hand, then play a Trap.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15884,Milva,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/milva.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Milva</strong>

<em>Human</em>

<span class=""keyword immune"">Immunity</span>.
Boost self by 1 whenever you play a Scoia'tael unit.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15885,"Zoltan Chivay",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/zoltan_chivay.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Zoltan Chivay</strong>

<em>Dwarf</em>

<span class=""keyword resilient"">Resilience</span>.
<span class=""keyword deploy"">Deploy</span>: Boost adjacent Dwarves by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15886,"Ithlinne Aegli",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ithlinne_aegli.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ithlinne Aegli</strong>

<em>Elf, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Boost a Scoia'tael unit in your hand by 4.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15887,"Dennis Cranmer",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dennis_cranmer.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dennis Cranmer</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Boost adjacent units by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost all other units on this row by 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15888,"Ida Emean aep Sivney",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ida_emean_aep_sivney.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ida Emean aep Sivney</strong>

<em>Elf, Mage</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): <span class=""keyword purify"">Purify</span> a unit.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Give an allied unit <span class=""keyword vitality"">Vitality</span> for 4 turns.
</div>",Ida,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15889,Yaevinn,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/yaevinn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Yaevinn</strong>

<em>Elf</em>

<span class=""keyword Deploy"">Deploy</span>: Damage an enemy unit by the number of Elf units in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15890,Toruviel,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/toruviel.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Toruviel</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage enemy units at both ends of a row by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Damage all units on an enemy row by 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15891,"Vrihedd Dragoon",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_dragoon.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Dragoon</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Move an enemy unit to their other row.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Move an allied unit to your other row.
</div>",Dragoon,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15892,"Ciaran aep Easnillen",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ciaran_aep_easnillen.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Ciaran aep Easnillen</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword lock"">Lock</span> a unit and move it to the other row.
</div>",Ciaran,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15893,"Barclay Els",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/barclay_els.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Barclay Els</strong>

<em>Dwarf</em>

<span class=""keyword Deploy"">Deploy</span>: Boost an allied unit by the number of Dwarf units in this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15894,Morenn,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/morenn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Morenn</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword lock"">Lock</span> a unit.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15895,Braenn,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/braenn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Braenn</strong>

<em>Dryad</em>

<span class=""keyword deploy"">Deploy</span>: If you control 2 or more other Dryads, gain <span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Damage an enemy unit by 1.
<span class=""keyword charge"">Charge</span>: 3.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15896,Malena,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/malena.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Malena</strong>

<em>Elf</em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Move a unit to the other row.
<span class=""keyword cooldown"">Cooldown</span>: 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15897,Aelirenn,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/aelirenn.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Aelirenn</strong>

<em>Elf</em>

If on turn end you control 5 or more allied Elf units, <span class=""keyword summon"">Summon</span> this unit from your deck to the melee row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15898,"Sheldon Skaggs",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/sheldon_skaggs.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Sheldon Skaggs</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by the amount Sheldon is boosted.
</div>",Sheldon,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
15899,"Yarpen Zigrin",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/yarpen_zigrin.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Yarpen Zigrin</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 3.
<span class=""keyword barricade"">Barricade</span>: At the end of your turn, lose <span class=""keyword armor"">Armor</span> and boost self by that much.
</div>",Yarpen,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
15901,"Hawker Healer",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hawker_healer.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Hawker Healer</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Boost an allied unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): <span class=""keyword heal"">Heal</span> an allied unit by 4.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15902,"Vrihedd Brigade",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_brigade.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Brigade</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 2.
Whenever moved, damage a random enemy unit by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15903,"Vrihedd Officer",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_officer.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Officer</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Boost an allied unit by 2.
<span class=""keyword bonded"">Bonded</span>: Use both abilities.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15904,"Dol Blathanna Bomber",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dol_blathanna_bomber.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dol Blathanna Bomber</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Damage 2 random enemy units by 2.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15905,"Dwarven Skirmisher",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dwarven_skirmisher.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dwarven Skirmisher</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 3. If it survived, boost self by 2.
</div>",Skirmisher,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,," 666px",,,left,,
15906,"Mahakam Defender",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mahakam_defender.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Mahakam Defender</strong>

<em>Dwarf</em>

Every allied turn, on turn end, boost self by 1 if this unit is boosted.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15907,"Vrihedd Sappers",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_sappers.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Sappers</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword purify"">Purify</span> an allied unit.
If you control an Elf, <span class=""keyword purify"">Purify</span> any unit instead.
</div>",Sappers,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15908,Waylay,,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/waylay.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Waylay</strong>

<em>Tactic</em>

Damage an enemy unit by 3.
<span class=""keyword deathblow"">Deathblow</span>: <span class=""keyword spawn"">Spawn</span> an Elven Deadeye in a random row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15909,"Vrihedd Vanguard",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vrihedd_vanguard.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Vrihedd Vanguard</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Boost self by 1 for each Elf in your hand.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15910,"Dol Blathanna Archer",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dol_blathanna_archer.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dol Blathanna Archer</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 2.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Damage 2 units by 1.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15911,"Dwarven Mercenary",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dwarven_mercenary.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dwarven Mercenary</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span>: Damage self by 1 for each non-Dwarf unit in your hand.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15912,"Hawker Support",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hawker_support.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Hawker Support</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: Boost an allied unit by 1. If you control an artifact, boost by 3 instead.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15913,"Elven Wardancer",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/elven_wardancer.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Elven Wardancer</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. If Elven Wardancer is already boosted, damage an enemy unit by 3 instead.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15914,"Dol Blathanna Bowman",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dol_blathanna_bowman.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Dol Blathanna Bowman</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1 for each row that separates it from this unit.
</div>",Bowman,,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15915,"Hawker Smuggler",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hawker_smuggler.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Hawker Smuggler</strong>

<em>Human</em>

<span class=""keyword melee"">Melee</span>: Every allied turn, on turn end, boost a random unit in your hand by 1.
</div>","Hawker Smugglers, Smuggler, Smugglers",,gwent_card,,,,0,0,0,0,0,0,0,0,0,0,0,,"  666px",,,left,,
15916,"Blue Mountain Elite",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/blue_mountain_elite.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Blue Mountain Elite</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Damage an enemy unit by 3 if it is the only unit on its row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15917,"Mahakam Guard",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mahakam_guard.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Mahakam Guard</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span>: Boost self by the number of allied Dwarf units on this row.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15919,"Serpent Trap",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/serpent_trap.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Serpent Trap</strong>

<em>Trap</em>

<span class=""keyword ambush"">Ambush</span>: After your opponent plays a special card, destroy the enemy unit with the highest power.
<span class=""keyword spring"">Spring</span>: Destroy the enemy unit with the lowest power.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
15920,"Incinerating Trap",,"<div style=""width:250px;background:#a18c6c;padding:5px;color:black""><img class=""aligncenter size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/incinerating_trap.jpg?v=1629370679135"" alt="""" width=""249"" height=""357"">
<strong>Incinerating Trap</strong>

<em>Trap</em>

<span class=""keyword Spring"">Spring</span>: Damage a unit by 3.
<span class=""keyword ambush"">Ambush</span>: Damage the next unit your opponent plays on their side by 5.
</div>",,,gwent_card,,,,,,,,,,,,,,,,,,,,,
